data,codigo,simbolo,tipo,compra,venda
5062025,220,A,USD,"5,5963","5,5969"
6062025,220,A,USD,"5,5941","5,5947"
9062025,220,A,USD,"5,5754","5,576"
10062025,220,A,USD,"5,5551","5,5557"
11062025,220,A,USD,"5,5384","5,539"
12062025,220,A,USD,"5,5382","5,5388"
13062025,220,A,USD,"5,5646","5,5652"
16062025,220,A,USD,"5,5117","5,5123"
17062025,220,A,USD,"5,4767","5,4773"
18062025,220,A,USD,"5,4873","5,4879"
20062025,220,A,USD,"5,4951","5,4957"
23062025,220,A,USD,"5,5207","5,5213"
24062025,220,A,USD,"5,4932","5,4938"
25062025,220,A,USD,"5,5421","5,5427"
26062025,220,A,USD,"5,5139","5,5145"
27062025,220,A,USD,"5,4753","5,4759"
30062025,220,A,USD,"5,4565","5,4571"
1072025,220,A,USD,"5,4505","5,4511"
2072025,220,A,USD,"5,4506","5,4512"
3072025,220,A,USD,"5,4202","5,4208"
4072025,220,A,USD,"5,4084","5,409"
7072025,220,A,USD,"5,4546","5,4552"
8072025,220,A,USD,"5,4565","5,4571"
9072025,220,A,USD,"5,462","5,4626"
10072025,220,A,USD,"5,5427","5,5433"
11072025,220,A,USD,"5,5716","5,5722"
14072025,220,A,USD,"5,5589","5,5595"
15072025,220,A,USD,"5,5569","5,5576"
16072025,220,A,USD,"5,5716","5,5722"
17072025,220,A,USD,"5,5731","5,5737"
18072025,220,A,USD,"5,546","5,5466"
21072025,220,A,USD,"5,5619","5,5625"
22072025,220,A,USD,"5,5703","5,5709"
23072025,220,A,USD,"5,5531","5,5537"
24072025,220,A,USD,"5,5233","5,5239"
25072025,220,A,USD,"5,542","5,5426"
28072025,220,A,USD,"5,5871","5,5877"
29072025,220,A,USD,"5,5758","5,5764"
30072025,220,A,USD,"5,6028","5,6034"
31072025,220,A,USD,"5,6015","5,6021"
1082025,220,A,USD,"5,543","5,5436"
4082025,220,A,USD,"5,5107","5,5113"
5082025,220,A,USD,"5,5113","5,5119"
6082025,220,A,USD,"5,4796","5,4802"
7082025,220,A,USD,"5,4632","5,4638"
8082025,220,A,USD,"5,4248","5,4254"
11082025,220,A,USD,"5,4467","5,4473"
12082025,220,A,USD,"5,4046","5,4052"
13082025,220,A,USD,"5,3922","5,3928"
14082025,220,A,USD,"5,4089","5,4095"
15082025,220,A,USD,"5,3922","5,3928"
18082025,220,A,USD,"5,4149","5,4155"
19082025,220,A,USD,"5,471","5,4716"
20082025,220,A,USD,"5,472","5,4726"
21082025,220,A,USD,"5,4822","5,4828"
22082025,220,A,USD,"5,4386","5,4392"
25082025,220,A,USD,"5,4168","5,4174"
26082025,220,A,USD,"5,4212","5,4218"
27082025,220,A,USD,"5,4422","5,4428"
28082025,220,A,USD,"5,4109","5,4115"
29082025,220,A,USD,"5,4258","5,4264"
1092025,220,A,USD,"5,4372","5,4378"
2092025,220,A,USD,"5,4674","5,468"
3092025,220,A,USD,"5,4479","5,4485"
4092025,220,A,USD,"5,4581","5,4587"
5092025,220,A,USD,"5,3962","5,3968"
8092025,220,A,USD,"5,4272","5,4278"
9092025,220,A,USD,"5,4272","5,4278"
10092025,220,A,USD,"5,4117","5,4123"
11092025,220,A,USD,"5,3852","5,3858"
12092025,220,A,USD,"5,3671","5,3677"
15092025,220,A,USD,"5,3202","5,3208"
16092025,220,A,USD,"5,309","5,3096"
17092025,220,A,USD,"5,3005","5,3011"
18092025,220,A,USD,"5,3004","5,301"
19092025,220,A,USD,"5,327","5,3276"
22092025,220,A,USD,"5,3451","5,3457"
23092025,220,A,USD,"5,3057","5,3063"
24092025,220,A,USD,"5,3106","5,3112"
25092025,220,A,USD,"5,3419","5,3425"
26092025,220,A,USD,"5,3439","5,3445"
29092025,220,A,USD,"5,3223","5,3229"
30092025,220,A,USD,"5,318","5,3186"
1102025,220,A,USD,"5,3202","5,3208"
2102025,220,A,USD,"5,3443","5,3449"
3102025,220,A,USD,"5,3492","5,3498"
6102025,220,A,USD,"5,322","5,3226"
7102025,220,A,USD,"5,3357","5,3363"
8102025,220,A,USD,"5,3421","5,3427"
9102025,220,A,USD,"5,3532","5,3538"
10102025,220,A,USD,"5,444","5,4446"
13102025,220,A,USD,"5,4623","5,4629"
14102025,220,A,USD,"5,4976","5,4982"
15102025,220,A,USD,"5,4458","5,4464"
16102025,220,A,USD,"5,4348","5,4354"
17102025,220,A,USD,"5,4384","5,439"
20102025,220,A,USD,"5,3765","5,3771"
21102025,220,A,USD,"5,3842","5,3848"
22102025,220,A,USD,"5,3892","5,3898"
23102025,220,A,USD,"5,3834","5,384"
24102025,220,A,USD,"5,3791","5,3797"
27102025,220,A,USD,"5,3738","5,3744"
28102025,220,A,USD,"5,3684","5,369"
29102025,220,A,USD,"5,341","5,3416"
30102025,220,A,USD,"5,3844","5,385"
31102025,220,A,USD,"5,3837","5,3843"
3112025,220,A,USD,"5,3499","5,3505"
4112025,220,A,USD,"5,384","5,3846"
5112025,220,A,USD,"5,3792","5,3798"
6112025,220,A,USD,"5,3445","5,3451"
7112025,220,A,USD,"5,3561","5,3567"
10112025,220,A,USD,"5,3175","5,3181"
11112025,220,A,USD,"5,2723","5,2729"
12112025,220,A,USD,"5,2879","5,2885"
13112025,220,A,USD,"5,2814","5,282"
14112025,220,A,USD,"5,2946","5,2952"
17112025,220,A,USD,"5,3102","5,3108"
18112025,220,A,USD,"5,3355","5,3361"
19112025,220,A,USD,"5,334","5,3346"
21112025,220,A,USD,"5,3896","5,3902"
24112025,220,A,USD,"5,3942","5,3948"
25112025,220,A,USD,"5,3835","5,3841"
26112025,220,A,USD,"5,3688","5,3694"
27112025,220,A,USD,"5,3484","5,349"
28112025,220,A,USD,"5,3332","5,3338"
1122025,220,A,USD,"5,3463","5,3469"
2122025,220,A,USD,"5,3459","5,3465"
3122025,220,A,USD,"5,3108","5,3114"
4122025,220,A,USD,"5,2946","5,2952"
5122025,220,A,USD,"5,3399","5,3405"
8122025,220,A,USD,"5,4243","5,4249"
9122025,220,A,USD,"5,4564","5,457"
10122025,220,A,USD,"5,465","5,4656"
11122025,220,A,USD,"5,4231","5,4237"
12122025,220,A,USD,"5,4005","5,4011"
15122025,220,A,USD,"5,3923","5,3929"
16122025,220,A,USD,"5,4499","5,4505"
17122025,220,A,USD,"5,5087","5,5093"
18122025,220,A,USD,"5,5277","5,5283"
19122025,220,A,USD,"5,5154","5,516"
22122025,220,A,USD,"5,5383","5,5389"
23122025,220,A,USD,"5,5637","5,5643"
24122025,220,A,USD,"5,5342","5,535"
26122025,220,A,USD,"5,5407","5,5413"
29122025,220,A,USD,"5,5733","5,5739"
30122025,220,A,USD,"5,5018","5,5024"
31122025,220,A,USD,"5,5018","5,5024"
2012026,220,A,USD,"5,4366","5,4372"
5012026,220,A,USD,"5,4345","5,4351"
6012026,220,A,USD,"5,3791","5,3797"
7012026,220,A,USD,"5,3874","5,388"
8012026,220,A,USD,"5,3854","5,386"
9012026,220,A,USD,"5,3701","5,3707"
12012026,220,A,USD,"5,3754","5,376"
13012026,220,A,USD,"5,3758","5,3764"
14012026,220,A,USD,"5,3789","5,3795"
15012026,220,A,USD,"5,384","5,3846"
16012026,220,A,USD,"5,3792","5,3798"
19012026,220,A,USD,"5,3647","5,3653"
20012026,220,A,USD,"5,3784","5,379"
21012026,220,A,USD,"5,3362","5,3368"
22012026,220,A,USD,"5,3112","5,3118"
23012026,220,A,USD,"5,2872","5,2879"
26012026,220,A,USD,"5,2754","5,276"
27012026,220,A,USD,"5,2386","5,2392"
28012026,220,A,USD,"5,1832","5,1838"
29012026,220,A,USD,"5,195","5,1956"
30012026,220,A,USD,"5,2295","5,2301"
2022026,220,A,USD,"5,2581","5,2587"
3022026,220,A,USD,"5,223","5,2236"
4022026,220,A,USD,"5,2353","5,2359"
5022026,220,A,USD,"5,2574","5,258"
6022026,220,A,USD,"5,2335","5,2341"
9022026,220,A,USD,"5,1937","5,1943"
10022026,220,A,USD,"5,2015","5,2021"
11022026,220,A,USD,"5,183","5,1836"
12022026,220,A,USD,"5,1668","5,1674"
13022026,220,A,USD,"5,2282","5,2288"
18022026,220,A,USD,"5,2343","5,2349"
19022026,220,A,USD,"5,225","5,2257"
20022026,220,A,USD,"5,2","5,2006"
23022026,220,A,USD,"5,1629","5,1635"
24022026,220,A,USD,"5,1676","5,1682"
25022026,220,A,USD,"5,1434","5,144"
26022026,220,A,USD,"5,1376","5,1382"
27022026,220,A,USD,"5,1489","5,1495"
2032026,220,A,USD,"5,1995","5,2001"
3032026,220,A,USD,"5,2864","5,287"
4032026,220,A,USD,"5,2085","5,2091"
5032026,220,A,USD,"5,2441","5,2447"
6032026,220,A,USD,"5,2872","5,2878"
9032026,220,A,USD,"5,2133","5,2139"
10032026,220,A,USD,"5,1616","5,1622"
11032026,220,A,USD,"5,159","5,1596"
12032026,220,A,USD,"5,2045","5,2051"
13032026,220,A,USD,"5,2535","5,2541"
16032026,220,A,USD,"5,2641","5,2647"
17032026,220,A,USD,"5,2016","5,2022"
18032026,220,A,USD,"5,2106","5,2112"
19032026,220,A,USD,"5,2581","5,2587"
20032026,220,A,USD,"5,2793","5,28"
23032026,220,A,USD,"5,2434","5,244"
24032026,220,A,USD,"5,2593","5,2599"
25032026,220,A,USD,"5,2269","5,2275"
26032026,220,A,USD,"5,2302","5,2308"
27032026,220,A,USD,"5,237","5,2376"
30032026,220,A,USD,"5,2347","5,2353"
31032026,220,A,USD,"5,2188","5,2194"
1042026,220,A,USD,"5,16","5,1606"
2042026,220,A,USD,"5,1649","5,1655"
6042026,220,A,USD,"5,1526","5,1532"
7042026,220,A,USD,"5,1619","5,1625"
8042026,220,A,USD,"5,0893","5,0899"
9042026,220,A,USD,"5,0815","5,0821"
10042026,220,A,USD,"5,0223","5,0229"
13042026,220,A,USD,"5,0238","5,0244"
14042026,220,A,USD,"4,98","4,9806"
15042026,220,A,USD,"4,9922","4,9928"
16042026,220,A,USD,"5,0001","5,0007"
17042026,220,A,USD,"4,9689","4,9695"
20042026,220,A,USD,"4,9838","4,9844"
22042026,220,A,USD,"4,9647","4,9653"
23042026,220,A,USD,"4,9533","4,9539"
24042026,220,A,USD,"5,0077","5,0083"
27042026,220,A,USD,"4,9694","4,97"
28042026,220,A,USD,"4,9872","4,9878"
29042026,220,A,USD,"4,9979","4,9985"
30042026,220,A,USD,"4,988","4,9886"
4052026,220,A,USD,"4,9581","4,9587"
5052026,220,A,USD,"4,9236","4,9242"
6052026,220,A,USD,"4,9268","4,9274"
7052026,220,A,USD,"4,9164","4,917"
8052026,220,A,USD,"4,8993","4,8999"
11052026,220,A,USD,"4,8967","4,8973"
12052026,220,A,USD,"4,8971","4,8977"
13052026,220,A,USD,"4,9112","4,9118"
14052026,220,A,USD,"4,9803","4,9809"
15052026,220,A,USD,"5,0648","5,0654"
18052026,220,A,USD,"5,0087","5,0093"
19052026,220,A,USD,"5,0372","5,0378"
20052026,220,A,USD,"5,0295","5,0301"
21052026,220,A,USD,"5,0071","5,0077"
22052026,220,A,USD,"5,0134","5,014"
25052026,220,A,USD,"5,0066","5,0072"
26052026,220,A,USD,"5,0205","5,0211"
27052026,220,A,USD,"5,0573","5,0579"
28052026,220,A,USD,"5,0511","5,0517"
29052026,220,A,USD,"5,0563","5,0569"
1062026,220,A,USD,"5,0297","5,0303"
2062026,220,A,USD,"5,0154","5,016"
3062026,220,A,USD,"5,0409","5,0415"
5062026,220,A,USD,"5,1238","5,1244"
8062026,220,A,USD,"5,1689","5,1695"
9062026,220,A,USD,"5,1687","5,1693"
10062026,220,A,USD,"5,1757","5,1763"
11062026,220,A,USD,"5,1472","5,1478"
12062026,220,A,USD,"5,0821","5,0827"
15062026,220,A,USD,"5,0424","5,043"
16062026,220,A,USD,"5,0774","5,078"
17062026,220,A,USD,"5,0635","5,0641"
18062026,220,A,USD,"5,1607","5,1613"
19062026,220,A,USD,"5,1436","5,1442"
22062026,220,A,USD,"5,1389","5,1395"
23062026,220,A,USD,"5,1737","5,1743"
24062026,220,A,USD,"5,2092","5,2098"
25062026,220,A,USD,"5,1886","5,1892"
26062026,220,A,USD,"5,1689","5,1695"
29062026,220,A,USD,"5,1711","5,1717"
30062026,220,A,USD,"5,176","5,1766"
